mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_clf__criterion,param_clf__max_depth,param_clf__max_features,param_clf__max_leaf_nodes,param_clf__min_impurity_split,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__min_weight_fraction_leaf,param_clf__n_estimators,param_union__abstractTokenizedAndLemmatized,param_union__abstractWordCount,param_union__char_ngrams,param_union__titleWordCount,param_union__title_keyword_vector,param_union__title_term_vector,param_union__title_term_vector__select_chi2__k,param_union__word_ngrams,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
1.7373607158660889,0.2566845417022705,0.8675742574257426,0.8814995413508425,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,Pipeline,1796,,1,0.8722222222222222,0.8847583643122676,0.8680297397769516,0.8794063079777366,0.862453531598513,0.8803339517625232,0.027905797156661305,0.05072210107759046,0.004002234317349379,0.002335248176432541
1.6259910265604656,0.29621489842732746,0.8675742574257426,0.8814995413508425,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,Pipeline,6,,1,0.8722222222222222,0.8847583643122676,0.8680297397769516,0.8794063079777366,0.862453531598513,0.8803339517625232,0.12397426535931043,0.05470683051121483,0.004002234317349379,0.002335248176432541
1.7177036603291829,0.30977948506673175,0.8675742574257426,0.8814995413508425,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,Pipeline,11,,1,0.8722222222222222,0.8847583643122676,0.8680297397769516,0.8794063079777366,0.862453531598513,0.8803339517625232,0.10959258875988614,0.06276987796607489,0.004002234317349379,0.002335248176432541
1.7655216852823894,0.2658216953277588,0.8675742574257426,0.8814995413508425,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,Pipeline,16,,1,0.8722222222222222,0.8847583643122676,0.8680297397769516,0.8794063079777366,0.862453531598513,0.8803339517625232,0.14928514732981366,0.051760444241227804,0.004002234317349379,0.002335248176432541
2.1435271898905435,0.3523269494374593,0.8675742574257426,0.8814995413508425,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,Pipeline,21,,1,0.8722222222222222,0.8847583643122676,0.8680297397769516,0.8794063079777366,0.862453531598513,0.8803339517625232,0.27048571269149047,0.019380606580437738,0.004002234317349379,0.002335248176432541
1.8727494080861409,0.33220434188842773,0.8675742574257426,0.8814995413508425,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,Pipeline,26,,1,0.8722222222222222,0.8847583643122676,0.8680297397769516,0.8794063079777366,0.862453531598513,0.8803339517625232,0.33417007151345723,0.0037759210653585903,0.004002234317349379,0.002335248176432541
1.666167418162028,0.2997442881266276,0.8675742574257426,0.8814995413508425,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,Pipeline,31,,1,0.8722222222222222,0.8847583643122676,0.8680297397769516,0.8794063079777366,0.862453531598513,0.8803339517625232,0.20367549197552992,0.06271045972319728,0.004002234317349379,0.002335248176432541
1.6458258628845215,0.335759957631429,0.8675742574257426,0.8814995413508425,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,Pipeline,36,,1,0.8722222222222222,0.8847583643122676,0.8680297397769516,0.8794063079777366,0.862453531598513,0.8803339517625232,0.11071621414421148,0.012347275576290789,0.004002234317349379,0.002335248176432541
1.5018346309661865,0.29457823435465497,0.8675742574257426,0.8814995413508425,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,Pipeline,41,,1,0.8722222222222222,0.8847583643122676,0.8680297397769516,0.8794063079777366,0.862453531598513,0.8803339517625232,0.06644231114036842,0.05581611659149497,0.004002234317349379,0.002335248176432541
1.5473651091257732,0.30722975730895996,0.8675742574257426,0.8814995413508425,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,Pipeline,46,,1,0.8722222222222222,0.8847583643122676,0.8680297397769516,0.8794063079777366,0.862453531598513,0.8803339517625232,0.033026493138091556,0.04343192715556029,0.004002234317349379,0.002335248176432541
1.5813292662302654,0.29662513732910156,0.8675742574257426,0.8814995413508425,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,Pipeline,51,,1,0.8722222222222222,0.8847583643122676,0.8680297397769516,0.8794063079777366,0.862453531598513,0.8803339517625232,0.08662199938882817,0.05541332432173458,0.004002234317349379,0.002335248176432541
