mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_clf__criterion,param_clf__max_depth,param_clf__max_features,param_clf__max_leaf_nodes,param_clf__min_impurity_split,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__min_weight_fraction_leaf,param_clf__n_estimators,param_union__abstractTokenizedAndLemmatized,param_union__abstractWordCount,param_union__char_ngrams,param_union__titleWordCount,param_union__title_keyword_vector,param_union__title_keyword_vector__select_chi2__k,param_union__title_term_vector,param_union__word_ngrams,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
1.3874084154764812,0.21210702260335287,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,22201,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.02112889180703817,0.0011792958718634353,0.0148108114911747,0.01398846151002805
1.3559858798980713,0.2131045659383138,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,82001,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.01937736134198936,0.001447807879807269,0.0148108114911747,0.01398846151002805
1.3774652481079102,0.21271562576293945,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,55201,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.01721840085921889,0.001725966431003523,0.0148108114911747,0.01398846151002805
1.3792932828267415,0.2112086613972982,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,100601,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.037514483986587605,0.00119466583954245,0.0148108114911747,0.01398846151002805
1.3863389492034912,0.30341513951619464,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,13401,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.020979905183737668,0.06565747511372155,0.0148108114911747,0.01398846151002805
1.4486350218454997,0.21787015597025552,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,116001,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.06770256894999027,0.006651583555465341,0.0148108114911747,0.01398846151002805
1.4526260693868,0.2574433485666911,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,111601,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.1680095836181924,0.04836719092788333,0.0148108114911747,0.01398846151002805
1.3489010334014893,0.22345598538716635,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,60601,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.09011910966595618,0.008641846451340227,0.0148108114911747,0.01398846151002805
1.386301835378011,0.2280444304148356,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,39001,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.04727413723856122,0.0036841026106797757,0.0148108114911747,0.01398846151002805
1.3833552201588948,0.22738273938496908,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,124201,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.04469183451055794,0.0005535750598837561,0.0148108114911747,0.01398846151002805
1.3993746439615886,0.22365752855936685,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,86201,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.041748605727588366,0.007916546842753497,0.0148108114911747,0.01398846151002805
1.4338069756825764,0.21770087877909342,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,26801,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.07127129916416353,0.00216137143422042,0.0148108114911747,0.01398846151002805
1.3612327575683594,0.22796916961669922,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,81801,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.0543859466965844,0.006159128212644881,0.0148108114911747,0.01398846151002805
1.4297864437103271,0.21411895751953125,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,73601,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.04984175594468315,0.002451104438352843,0.0148108114911747,0.01398846151002805
1.349565029144287,0.22787253061930338,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,84001,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.030680794103450374,0.008849657327401148,0.0148108114911747,0.01398846151002805
1.4411330223083496,0.2490504582722982,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,94801,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.0632412259985874,0.05564316365817019,0.0148108114911747,0.01398846151002805
1.4279890060424805,0.24707420667012533,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,85801,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.07347727720380594,0.046790272082996805,0.0148108114911747,0.01398846151002805
1.4380737940470378,0.2809875011444092,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,126801,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.028761888704222277,0.05099130368364557,0.0148108114911747,0.01398846151002805
1.6994216442108154,0.28488890329996747,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,76401,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.11589567494667069,0.049520119076593316,0.0148108114911747,0.01398846151002805
1.6572625637054443,0.255465825398763,0.6547029702970297,0.6717324983389773,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,Pipeline,74601,,,1,0.6351851851851852,0.6914498141263941,0.671003717472119,0.660482374768089,0.6579925650557621,0.6632653061224489,0.045076491857403304,0.040463676909136645,0.0148108114911747,0.01398846151002805
