mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_clf__criterion,param_clf__max_depth,param_clf__max_features,param_clf__max_leaf_nodes,param_clf__min_impurity_split,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__min_weight_fraction_leaf,param_clf__n_estimators,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
3.588749361038208,0.6792319297790528,0.9474009900990099,0.9726177392437009,gini,15,log2,30,1e-06,4,2,0.0,1200,220,0.9444444444444444,0.9736842105263158,0.9659442724458205,0.974477958236659,0.934984520123839,0.974477958236659,0.9287925696594427,0.9706109822119103,0.9628482972136223,0.9698375870069605,0.07281333747287179,0.041014314557867554,0.014771644007891743,0.001990703927974188
3.8951998710632325,0.6934138298034668,0.9535891089108911,0.9757113200634999,gini,14,log2,40,1e-05,2,5,0.0,1200,159,0.9506172839506173,0.9736842105263158,0.9659442724458205,0.9767981438515081,0.9504643962848297,0.9783449342614076,0.9411764705882353,0.9760247486465584,0.9597523219814241,0.9737045630317092,0.07624424727208307,0.056962673834898225,0.008521818267153165,0.001808402279730017
3.9185629367828367,0.6902942180633544,0.9548267326732673,0.9760207978660997,gini,15,log2,40,1e-06,2,4,0.0,1200,85,0.9475308641975309,0.9744582043343654,0.9690402476780186,0.9767981438515081,0.9504643962848297,0.9783449342614076,0.9442724458204335,0.9767981438515081,0.9628482972136223,0.9737045630317092,0.12609362443360894,0.045402814347411495,0.009485867064295425,0.001698045105379588
3.7789212703704833,0.8184071540832519,0.9461633663366337,0.9719989033591212,gini,11,log2,70,1e-05,4,5,0.0,1200,249,0.9382716049382716,0.9729102167182663,0.9690402476780186,0.9752513534416086,0.934984520123839,0.9729311678267595,0.9287925696594427,0.9706109822119103,0.9597523219814241,0.9682907965970611,0.24515393629422147,0.10668618315642542,0.015469030167283715,0.0023645050850002744
4.489875078201294,0.8776168823242188,0.9461633663366337,0.9724629404820909,gini,12,log2,40,1e-05,4,6,0.0,1200,249,0.9382716049382716,0.9729102167182663,0.9659442724458205,0.9760247486465584,0.934984520123839,0.9729311678267595,0.9287925696594427,0.97138437741686,0.9628482972136223,0.9690641918020109,0.1963117538219039,0.044144909115316114,0.015219316321245874,0.002272468312396724
4.5355119705200195,0.9292932987213135,0.9560643564356436,0.97540196198152,gini,12,log2,30,1e-05,2,5,0.0,1200,44,0.9506172839506173,0.9736842105263158,0.9690402476780186,0.9760247486465584,0.9535603715170279,0.9775715390564579,0.9442724458204335,0.9760247486465584,0.9628482972136223,0.9737045630317092,0.20662333918918424,0.13094285105303488,0.008823107700171532,0.00150430212398111
5.251601505279541,0.9799857616424561,0.9474009900990099,0.972463060202711,gini,14,log2,30,1e-05,4,4,0.0,1200,220,0.9444444444444444,0.9736842105263158,0.9659442724458205,0.9760247486465584,0.934984520123839,0.9737045630317092,0.9287925696594427,0.9706109822119103,0.9628482972136223,0.9682907965970611,0.522001606091598,0.11475916071318687,0.014771644007891743,0.002703928195693293
5.6691484451293945,0.9817203998565673,0.9542079207920792,0.9746285667765703,gini,13,log2,30,1e-05,3,3,0.0,1200,107,0.9475308641975309,0.9736842105263158,0.9659442724458205,0.9760247486465584,0.9411764705882353,0.9737045630317092,0.9504643962848297,0.9760247486465584,0.9659442724458205,0.9737045630317092,0.6286306135571982,0.09868118165134784,0.010037188638440539,0.0011400019470682104
6.098832988739014,0.9430002212524414,0.9585396039603961,0.9896347084443743,gini,14,log2,70,1e-06,1,3,0.0,1200,1,0.9537037037037037,0.9883900928792569,0.9752321981424149,0.991492652745553,0.9535603715170279,0.9899458623356535,0.9473684210526315,0.9899458623356535,0.9628482972136223,0.988399071925754,0.4048809201424289,0.09229939652560051,0.009694977629495083,0.0011594357270223404
5.476235294342041,0.9463901042938232,0.9535891089108911,0.9741645296536003,gini,10,log2,70,1e-06,3,6,0.0,1200,159,0.9475308641975309,0.9736842105263158,0.9659442724458205,0.9783449342614076,0.9442724458204335,0.9729311678267595,0.9473684210526315,0.974477958236659,0.9628482972136223,0.97138437741686,0.6359735989786448,0.0901669893392243,0.008949277130384396,0.0023261622678158035
4.50687050819397,0.9602440357208252,0.9542079207920792,0.9744738877355802,gini,12,log2,80,1e-05,3,2,0.0,1200,107,0.9444444444444444,0.9736842105263158,0.9690402476780186,0.9752513534416086,0.9442724458204335,0.9737045630317092,0.9473684210526315,0.9752513534416086,0.9659442724458205,0.974477958236659,0.2523783426111558,0.04453528457065331,0.010940587817798265,0.000696329377794365
4.559205627441406,0.8562366962432861,0.9535891089108911,0.9741645296536003,gini,10,log2,40,1e-05,3,4,0.0,1200,159,0.9475308641975309,0.9736842105263158,0.9659442724458205,0.9783449342614076,0.9442724458204335,0.9729311678267595,0.9473684210526315,0.974477958236659,0.9628482972136223,0.97138437741686,0.3673230026234646,0.06480418478634391,0.008949277130384396,0.0023261622678158035
4.716037130355835,0.8837128639221191,0.9566831683168316,0.9755567607431297,gini,12,log2,40,1e-06,2,2,0.0,1200,16,0.9567901234567902,0.9744582043343654,0.9690402476780186,0.9760247486465584,0.9442724458204335,0.9767981438515081,0.9473684210526315,0.9760247486465584,0.9659442724458205,0.974477958236659,0.22983368905415313,0.04069275366812231,0.009787450208401324,0.0009327055707438641
4.805474805831909,0.9123049259185791,0.9542079207920792,0.9746285667765703,gini,13,log2,70,1e-05,3,3,0.0,1200,107,0.9475308641975309,0.9736842105263158,0.9659442724458205,0.9760247486465584,0.9411764705882353,0.9737045630317092,0.9504643962848297,0.9760247486465584,0.9659442724458205,0.9737045630317092,0.2452492181619731,0.13595006308718668,0.010037188638440539,0.0011400019470682104
4.543605327606201,0.8377659797668457,0.9474009900990099,0.972463060202711,gini,14,log2,70,1e-05,4,6,0.0,1200,220,0.9444444444444444,0.9736842105263158,0.9659442724458205,0.9760247486465584,0.934984520123839,0.9737045630317092,0.9287925696594427,0.9706109822119103,0.9628482972136223,0.9682907965970611,0.08168680621403851,0.019136614908976016,0.014771644007891743,0.002703928195693293
4.587211322784424,0.9196302413940429,0.9542079207920792,0.9740098506126105,gini,11,log2,30,1e-06,3,2,0.0,1200,107,0.9475308641975309,0.9736842105263158,0.9690402476780186,0.9760247486465584,0.9442724458204335,0.9729311678267595,0.9473684210526315,0.9752513534416086,0.9628482972136223,0.9721577726218097,0.20960622200882248,0.048838018499671794,0.009844465615184124,0.0014353351012164103
4.635372352600098,0.8910778045654297,0.9542079207920792,0.9740098506126105,gini,11,log2,30,1e-06,3,4,0.0,1200,107,0.9475308641975309,0.9736842105263158,0.9690402476780186,0.9760247486465584,0.9442724458204335,0.9729311678267595,0.9473684210526315,0.9752513534416086,0.9628482972136223,0.9721577726218097,0.2646780229533303,0.04091262654641288,0.009844465615184124,0.0014353351012164103
