mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_clf__criterion,param_clf__max_depth,param_clf__max_features,param_clf__max_leaf_nodes,param_clf__min_impurity_split,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__min_weight_fraction_leaf,param_clf__n_estimators,param_union__abstractPosTokLemSyn,param_union__abstractWordCount,param_union__char_ngrams,param_union__keyword_vector,param_union__term_vector,param_union__term_vector__select_chi2__k,param_union__titleWordCount,param_union__word_ngrams,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
2.633079767227173,0.32714390754699707,0.8787128712871287,0.8881505319187145,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,4200,,,13,0.8765432098765432,0.8931888544891641,0.9071207430340558,0.8816705336426914,0.8761609907120743,0.8894044856921887,0.8513931888544891,0.8917246713070379,0.8823529411764706,0.8847641144624904,0.062222306844506366,0.007179604117281982,0.017758828999099058,0.004317169619140717
2.601178693771362,0.369721508026123,0.8818069306930693,0.8895419249639043,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,4220,,,4,0.8734567901234568,0.8885448916408669,0.9102167182662538,0.8870843000773395,0.8854489164086687,0.8940448569218871,0.8606811145510835,0.8932714617169374,0.8792569659442725,0.8847641144624904,0.04815177229666231,0.04903181111245375,0.01638470073642372,0.0035790308556417293
2.616590404510498,0.347273063659668,0.8780940594059405,0.8866029034644753,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,4240,,,14,0.8672839506172839,0.8877708978328174,0.9102167182662538,0.8839907192575406,0.8823529411764706,0.88553750966744,0.8513931888544891,0.8894044856921887,0.8792569659442725,0.8863109048723898,0.05667997551770158,0.03919439935529959,0.019392514363542033,0.0018577894000461096
2.6052078723907472,0.32749714851379397,0.8830445544554455,0.8878409343954946,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,4260,,,3,0.8796296296296297,0.891640866873065,0.9071207430340558,0.8847641144624904,0.8823529411764706,0.8863109048723898,0.8575851393188855,0.8909512761020881,0.8885448916408669,0.88553750966744,0.054312408442130214,0.0021345546154121703,0.01593416749387528,0.0028714905218505207
2.596547174453735,0.3904723644256592,0.880569306930693,0.889387844526014,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,4280,,,6,0.8765432098765432,0.8924148606811145,0.9102167182662538,0.8878576952822892,0.8823529411764706,0.8870843000773395,0.8544891640866873,0.8963650425367363,0.8792569659442725,0.8832173240525909,0.04098079468002943,0.05182606699201647,0.017772609088371964,0.004551200183074601
2.6804283618927003,0.3767570972442627,0.880569306930693,0.8892325668819243,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,4300,,,6,0.8734567901234568,0.8885448916408669,0.9071207430340558,0.8847641144624904,0.8854489164086687,0.8917246713070379,0.8544891640866873,0.8932714617169374,0.8823529411764706,0.8878576952822892,0.1687705730267861,0.055547683353791746,0.017099612924072735,0.0029951124229770656
2.983327865600586,0.4353433609008789,0.8768564356435643,0.8873759395075652,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,4320,,,20,0.8611111111111112,0.8854489164086687,0.9071207430340558,0.8847641144624904,0.8792569659442725,0.8870843000773395,0.8575851393188855,0.8932714617169374,0.8792569659442725,0.8863109048723898,0.22562292297920014,0.004533424444187614,0.01758727617472566,0.0030499699192728723
3.17747049331665,0.44458351135253904,0.8780940594059405,0.8884589322357346,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,4340,,,14,0.8734567901234568,0.8869969040247678,0.9071207430340558,0.8832173240525909,0.8761609907120743,0.8894044856921887,0.8544891640866873,0.8963650425367363,0.8792569659442725,0.8863109048723898,0.09890291139735936,0.01077603754572377,0.01688500353481356,0.0044187476918139896
3.1499656200408936,0.4657857418060303,0.8818069306930693,0.889542403846384,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,4360,,,4,0.8765432098765432,0.891640866873065,0.9102167182662538,0.8816705336426914,0.8823529411764706,0.8901778808971385,0.8513931888544891,0.8932714617169374,0.8885448916408669,0.8909512761020881,0.15940262223323134,0.03593705531267377,0.018997290205418047,0.004066067198042711
3.217782163619995,0.45737400054931643,0.8836633663366337,0.887067060308065,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,4380,,,1,0.8703703703703703,0.8885448916408669,0.9102167182662538,0.8816705336426914,0.8885448916408669,0.8870843000773395,0.8606811145510835,0.8894044856921887,0.8885448916408669,0.888631090487239,0.1567429503555646,0.02186389011409396,0.017072032399966092,0.002800590314046534
