mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_clf__criterion,param_clf__max_depth,param_clf__max_features,param_clf__max_leaf_nodes,param_clf__min_impurity_split,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__min_weight_fraction_leaf,param_clf__n_estimators,param_union__abstractPosTokLemSyn,param_union__abstractPosTokLemSyn__select_chi2__k,param_union__abstractWordCount,param_union__char_ngrams,param_union__keyword_vector,param_union__term_vector,param_union__titleWordCount,param_union__word_ngrams,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
2.8383703231811523,0.640307346979777,0.9275990099009901,0.9637989024606125,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10500,,,,,,,31,0.9222222222222223,0.9628252788104089,0.929368029739777,0.9628942486085343,0.9312267657992565,0.9656771799628943,0.05311885138451531,0.05404891692146342,0.0038837819999106194,0.0013284411892506968
2.813438812891642,0.6533763408660889,0.9275990099009901,0.9628718334241434,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10510,,,,,,,31,0.9277777777777778,0.9637546468401487,0.9275092936802974,0.9619666048237476,0.9275092936802974,0.9628942486085343,0.038089403877278466,0.05724476028459521,0.00012664271904317225,0.0007301371530848737
2.887451648712158,0.6327319939931234,0.9263613861386139,0.9656564890234566,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10520,,,,,,,55,0.9259259259259259,0.966542750929368,0.9275092936802974,0.9647495361781077,0.9256505576208178,0.9656771799628943,0.03708726993655454,0.04774870965600005,0.0008186997258770487,0.000732223040821834
2.8389415740966797,0.6492144266764323,0.9313118811881188,0.9675129260896652,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10530,,,,,,,5,0.9277777777777778,0.9684014869888475,0.9386617100371747,0.9647495361781077,0.9275092936802974,0.9693877551020408,0.06311640957492985,0.021678084725299432,0.0051934479969916545,0.0019950645854624124
2.8565173149108887,0.6275864442189535,0.9251237623762376,0.9641115655454476,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10540,,,,,,,82,0.9277777777777778,0.9684014869888475,0.9237918215613383,0.963821892393321,0.9237918215613383,0.9601113172541744,0.022647435347056426,0.028462107426343784,0.0018801572904102411,0.003390640200976779
2.901390314102173,0.632131020228068,0.9263613861386139,0.9634908373623191,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10550,,,,,,,55,0.924074074074074,0.9646840148698885,0.9312267657992565,0.9656771799628943,0.9237918215613383,0.9601113172541744,0.05517555830321922,0.024004192621442336,0.0034390822074877245,0.002423834612964449
3.046633005142212,0.7241658369700114,0.9238861386138614,0.9637989024606125,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10560,,,,,,,97,0.9203703703703704,0.9628252788104089,0.9256505576208178,0.9647495361781077,0.9256505576208178,0.963821892393321,0.2412242473756228,0.031865314521840216,0.0024906401411824573,0.0007857429635023487
3.4796653588612876,0.8302621046702067,0.9232673267326733,0.9659668531150208,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10570,,,,,,,106,0.9203703703703704,0.9684014869888475,0.9219330855018587,0.9666048237476809,0.9275092936802974,0.9628942486085343,0.02565801497446629,0.047344702038100824,0.003063937510258012,0.002293130835124921
3.5772101084391275,0.8484150568644205,0.9257425742574258,0.9659680026116564,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10580,,,,,,,69,0.924074074074074,0.9702602230483272,0.9275092936802974,0.9628942486085343,0.9256505576208178,0.9647495361781077,0.24760505937186603,0.013579233296356016,0.0014043592602214587,0.0031281400436664135
3.713406244913737,0.7811782360076904,0.9263613861386139,0.9644190558954234,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10590,,,,,,,55,0.9259259259259259,0.9656133828996283,0.929368029739777,0.9619666048237476,0.9237918215613383,0.9656771799628943,0.10498588231658966,0.019761793331858794,0.0022958878612741483,0.0017343403569355573
3.525116443634033,0.7913046677907308,0.9214108910891089,0.9625608945842615,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10600,,,,,,,116,0.9166666666666666,0.9609665427509294,0.9219330855018587,0.9628942486085343,0.9256505576208178,0.963821892393321,0.14043828441020373,0.026573986245176193,0.003687286862950195,0.0011892852403020645
3.5305495262145996,0.7775342464447021,0.9288366336633663,0.962872982920779,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10610,,,,,,,17,0.9277777777777778,0.9656133828996283,0.9312267657992565,0.9573283858998145,0.9275092936802974,0.9656771799628943,0.21900523571020125,0.03862467772044407,0.001692066127042133,0.003920708661282781
3.6163837909698486,0.7798430919647217,0.9232673267326733,0.9628706839275082,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10620,,,,,,,106,0.9185185185185185,0.9618959107806692,0.9256505576208178,0.9656771799628943,0.9256505576208178,0.961038961038961,0.07378905760586067,0.036611408945121084,0.0033641501776597678,0.002015093994901459
3.6128021081288657,0.7834196090698242,0.926980198019802,0.9634914121106367,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10630,,,,,,,42,0.9314814814814815,0.9656133828996283,0.9256505576208178,0.9591836734693877,0.9237918215613383,0.9656771799628943,0.030087933886685264,0.013835851787348013,0.003277734165366193,0.003046142551632905
3.502249002456665,0.8395822048187256,0.9251237623762376,0.9659674278633386,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10640,,,,,,,82,0.9259259259259259,0.9693308550185874,0.9256505576208178,0.9666048237476809,0.9237918215613383,0.9619666048237476,0.16639843972241417,0.08008132778433552,0.0009476461328738861,0.003040038417310075
3.6891121864318848,0.8511811097462972,0.9238861386138614,0.9653478491768454,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10650,,,,,,,97,0.9185185185185185,0.9674721189591078,0.9275092936802974,0.9628942486085343,0.9256505576208178,0.9656771799628943,0.13188924645384337,0.056713279839099254,0.0038774127210737187,0.0018833601729611703
4.029836177825928,0.7494057019551595,0.926980198019802,0.9637983277122948,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10660,,,,,,,42,0.9277777777777778,0.9618959107806692,0.9237918215613383,0.9647495361781077,0.929368029739777,0.9647495361781077,0.34738229958369277,0.018949460285610616,0.002344181082719626,0.0013452119129966121
3.7147369384765625,0.703100840250651,0.9238861386138614,0.9631816227673902,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10670,,,,,,,97,0.9203703703703704,0.9646840148698885,0.9275092936802974,0.961038961038961,0.9237918215613383,0.963821892393321,0.2676414865228869,0.033417600845854004,0.0029161111480989514,0.0015554341844014638
