mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_clf__criterion,param_clf__max_depth,param_clf__max_features,param_clf__max_leaf_nodes,param_clf__min_impurity_split,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__min_weight_fraction_leaf,param_clf__n_estimators,param_union__abstractTokenizedAndLemmatized,param_union__abstractWordCount,param_union__char_ngrams,param_union__titleWordCount,param_union__title_keyword_vector,param_union__title_term_vector,param_union__word_ngrams,param_union__word_ngrams__select_chi2__k,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
3.2615392208099365,0.804476261138916,0.9257425742574258,0.9529689199099715,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,,Pipeline,9800,7,0.9259259259259259,0.9507434944237918,0.9330855018587361,0.9545454545454546,0.9182156133828996,0.9536178107606679,0.0550921421616434,0.05284395066495067,0.006068239122431774,0.001618542491207588
3.128922462463379,0.737343947092692,0.9214108910891089,0.948949130175896,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,,Pipeline,2800,62,0.9314814814814815,0.9507434944237918,0.9237918215613383,0.9499072356215214,0.9089219330855018,0.9461966604823747,0.40710407878799987,0.061879329474755294,0.00936501773168766,0.0019760059474283605
3.5562520027160645,0.8786340554555258,0.9170792079207921,0.9489485554275783,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,,Pipeline,5200,114,0.912962962962963,0.949814126394052,0.9219330855018587,0.9452690166975881,0.9163568773234201,0.9517625231910947,0.04605508208188224,0.08590321207457861,0.0036985355925051974,0.0027207004574563384
4.117215553919475,1.1085491975148518,0.9220297029702971,0.9545161423812513,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,,Pipeline,10900,48,0.9277777777777778,0.9526022304832714,0.9182156133828996,0.9545454545454546,0.9200743494423792,0.9564007421150278,0.12591172765679637,0.04657986396825415,0.004142064616947446,0.001550874389148442
3.8975741068522134,0.9139571189880371,0.9183168316831684,0.9523516402167491,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,,Pipeline,3850,104,0.9148148148148149,0.9526022304832714,0.9237918215613383,0.9536178107606679,0.9163568773234201,0.950834879406308,0.2204389604928755,0.08500819290557213,0.003918739657080727,0.0011498618299681878
3.9935675462086997,0.9754805564880371,0.9214108910891089,0.9504969273954935,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,,Pipeline,3350,62,0.9333333333333333,0.9535315985130112,0.9182156133828996,0.9489795918367347,0.912639405204461,0.9489795918367347,0.193681626997504,0.14391712206489257,0.008747140086355997,0.002145836525867663
4.156974236170451,0.9851118723551432,0.9214108910891089,0.9508061419904225,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,,Pipeline,4650,62,0.9259259259259259,0.9535315985130112,0.9219330855018587,0.948051948051948,0.9163568773234201,0.950834879406308,0.2617101389882646,0.13925298100863237,0.003925123811491156,0.0022371502219209138
4.2648195425669355,0.9829405943552653,0.9251237623762376,0.953278709253218,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,,Pipeline,1200,11,0.9351851851851852,0.9516728624535316,0.9219330855018587,0.9536178107606679,0.9182156133828996,0.9545454545454546,0.1285498329496294,0.11611925320068757,0.007287296781366612,0.0011969930954718064
4.074129184087117,0.9025139808654785,0.9232673267326733,0.9517332110268913,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,,Pipeline,4250,32,0.9222222222222223,0.9526022304832714,0.9256505576208178,0.9545454545454546,0.9219330855018587,0.948051948051948,0.4337974267906504,0.030582590845029126,0.0016877700750823532,0.0027212500506174574
4.2209657828013105,1.002582311630249,0.9158415841584159,0.9535856248548761,gini,12,log2,40,1e-05,3,5,0.0,600,,,,,,,Pipeline,11500,119,0.9185185185185185,0.9479553903345725,0.9200743494423792,0.9554730983302412,0.9089219330855018,0.9573283858998145,0.13666327100604067,0.1320913485000497,0.004929508259637477,0.004052585886950577
