mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_clf__criterion,param_clf__max_depth,param_clf__max_features,param_clf__max_leaf_nodes,param_clf__min_impurity_split,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__min_weight_fraction_leaf,param_clf__n_estimators,param_union__abstractTokenizedAndLemmatized,param_union__abstractWordCount,param_union__char_ngrams,param_union__titleWordCount,param_union__titleWordCount__select_chi2__k,param_union__title_keyword_vector,param_union__title_term_vector,param_union__word_ngrams,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
1.6313880284627278,0.23236449559529623,0.8737623762376238,0.9009927052943517,gini,12,log2,40,1e-05,3,5,0.0,600,,,,Pipeline,1840,,,,1,0.8740740740740741,0.9052044609665427,0.8847583643122676,0.9007421150278293,0.862453531598513,0.8970315398886828,0.029503555779345114,0.0019612608751834563,0.00910295179072373,0.0033412828222594
1.658153772354126,0.2377153237660726,0.8737623762376238,0.9009927052943517,gini,12,log2,40,1e-05,3,5,0.0,600,,,,Pipeline,1320,,,,1,0.8740740740740741,0.9052044609665427,0.8847583643122676,0.9007421150278293,0.862453531598513,0.8970315398886828,0.01467155276762904,0.010105869363811007,0.00910295179072373,0.0033412828222594
1.8678672313690186,0.230177640914917,0.8737623762376238,0.9009927052943517,gini,12,log2,40,1e-05,3,5,0.0,600,,,,Pipeline,880,,,,1,0.8740740740740741,0.9052044609665427,0.8847583643122676,0.9007421150278293,0.862453531598513,0.8970315398886828,0.1710162991781492,0.0027913888607284678,0.00910295179072373,0.0033412828222594
1.664690097173055,0.2643623352050781,0.8737623762376238,0.9009927052943517,gini,12,log2,40,1e-05,3,5,0.0,600,,,,Pipeline,2320,,,,1,0.8740740740740741,0.9052044609665427,0.8847583643122676,0.9007421150278293,0.862453531598513,0.8970315398886828,0.09176488830286839,0.045510537051413814,0.00910295179072373,0.0033412828222594
1.5454614162445068,0.3553620179494222,0.8737623762376238,0.9009927052943517,gini,12,log2,40,1e-05,3,5,0.0,600,,,,Pipeline,40,,,,1,0.8740740740740741,0.9052044609665427,0.8847583643122676,0.9007421150278293,0.862453531598513,0.8970315398886828,0.023199116024040504,0.019118075312921312,0.00910295179072373,0.0033412828222594
1.5670474370320637,0.2506257692972819,0.8737623762376238,0.9009927052943517,gini,12,log2,40,1e-05,3,5,0.0,600,,,,Pipeline,3600,,,,1,0.8740740740740741,0.9052044609665427,0.8847583643122676,0.9007421150278293,0.862453531598513,0.8970315398886828,0.03284409047495258,0.0061977911633479595,0.00910295179072373,0.0033412828222594
1.6745824813842773,0.24138847986857095,0.8737623762376238,0.9009927052943517,gini,12,log2,40,1e-05,3,5,0.0,600,,,,Pipeline,1400,,,,1,0.8740740740740741,0.9052044609665427,0.8847583643122676,0.9007421150278293,0.862453531598513,0.8970315398886828,0.03744718359101356,0.00834253171942604,0.00910295179072373,0.0033412828222594
1.7079033851623535,0.22771620750427246,0.8737623762376238,0.9009927052943517,gini,12,log2,40,1e-05,3,5,0.0,600,,,,Pipeline,2520,,,,1,0.8740740740740741,0.9052044609665427,0.8847583643122676,0.9007421150278293,0.862453531598513,0.8970315398886828,0.16672745596281885,0.0033064905784468603,0.00910295179072373,0.0033412828222594
1.8600242137908936,0.32197268803914386,0.8737623762376238,0.9009927052943517,gini,12,log2,40,1e-05,3,5,0.0,600,,,,Pipeline,240,,,,1,0.8740740740740741,0.9052044609665427,0.8847583643122676,0.9007421150278293,0.862453531598513,0.8970315398886828,0.08644824701863667,0.04983326868735547,0.00910295179072373,0.0033412828222594
1.7403286298116047,0.37206125259399414,0.8737623762376238,0.9009927052943517,gini,12,log2,40,1e-05,3,5,0.0,600,,,,Pipeline,2620,,,,1,0.8740740740740741,0.9052044609665427,0.8847583643122676,0.9007421150278293,0.862453531598513,0.8970315398886828,0.08722332871143736,0.03441551596632015,0.00910295179072373,0.0033412828222594
