mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_clf__criterion,param_clf__max_depth,param_clf__max_features,param_clf__max_leaf_nodes,param_clf__min_impurity_split,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__min_weight_fraction_leaf,param_clf__n_estimators,param_union__abstractPosTokLemSyn,param_union__abstractPosTokLemSyn__select_chi2__k,param_union__abstractWordCount,param_union__char_ngrams,param_union__keyword_vector,param_union__term_vector,param_union__titleWordCount,param_union__word_ngrams,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
3.3642136255900064,0.6046179135640463,0.7908415841584159,0.7979564248815444,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,1,,,,,,,35,0.7962962962962963,0.7955390334572491,0.7992565055762082,0.7922077922077922,0.7769516728624535,0.8061224489795918,0.28714256839661756,0.10827238343358284,0.009886719365832256,0.00593224264748386
3.0115840435028076,0.636932373046875,0.8032178217821783,0.8124969825713321,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,2,,,,,,,34,0.812962962962963,0.8076208178438662,0.8029739776951673,0.8126159554730983,0.7936802973977695,0.8172541743970315,0.16771475162025304,0.22655477366869836,0.007876421003070826,0.003933701016737238
3.1472376187642417,0.4775417645772298,0.8125,0.8492998415993637,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,3,,,,,,,33,0.8185185185185185,0.8178438661710037,0.8066914498141264,0.8163265306122449,0.8122676579925651,0.9137291280148423,0.06954577262127278,0.11412216790299322,0.004832654195790852,0.045562596412739735
3.33387819925944,0.5989111264546713,0.8155940594059405,0.8483727725628946,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,4,,,,,,,32,0.8185185185185185,0.8187732342007435,0.8085501858736059,0.8153988868274582,0.8197026022304833,0.9109461966604824,0.229451301079645,0.08298525925332244,0.004999587038465613,0.04426753217668922
3.2513427734375,0.5208618640899658,0.8471534653465347,0.8889195421325001,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,5,,,,,,,31,0.8518518518518519,0.8828996282527881,0.8661710037174721,0.8831168831168831,0.8234200743494424,0.9007421150278293,0.10296146900901235,0.061071537135261054,0.017756926928800484,0.00836029195335592
3.034181992212931,0.523858388264974,0.8551980198019802,0.9006915371758707,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,6,,,,,,,29,0.8666666666666667,0.9182156133828996,0.8661710037174721,0.8849721706864564,0.8327137546468402,0.898886827458256,0.08423488568324704,0.03142894557673716,0.015885310789525094,0.013631442903609903
3.272617816925049,0.5730595588684082,0.8551980198019802,0.9195536274665325,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,7,,,,,,,29,0.8759259259259259,0.9182156133828996,0.862453531598513,0.9165120593692022,0.8271375464684015,0.9239332096474954,0.19221453495749125,0.059420141579074805,0.020572656152589155,0.0031739648316947305
3.9208911259969077,0.582083543141683,0.8650990099009901,0.9334792044563686,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,8,,,,,,,28,0.8759259259259259,0.9358736059479554,0.8661710037174721,0.9202226345083488,0.8531598513011153,0.9443413729128015,0.1648500916672446,0.05960408523752582,0.009327863379715398,0.00999093770816967
3.8720719814300537,0.6171844800313314,0.8774752475247525,0.9381202971218903,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,9,,,,,,,27,0.8851851851851852,0.9405204460966543,0.8754646840148699,0.9257884972170687,0.8717472118959108,0.948051948051948,0.21764874338866685,0.0503859451472908,0.005668551347965264,0.009246110789410067
3.978925943374634,0.6297228336334229,0.8867574257425742,0.9430660063957993,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10,,,,,,,26,0.8907407407407407,0.9377323420074349,0.8977695167286245,0.9452690166975881,0.8717472118959108,0.9461966604823747,0.14391762606137942,0.09424553049889395,0.01098559380380834,0.003790436439571095
