mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_clf__max_depth,param_clf__max_leaf_nodes,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__n_estimators,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
6.154445648193359,0.8201285004615784,0.9504950495049505,0.9814356992300638,14,35,1,5,1289,70,0.9507389162561576,0.9830148619957537,0.9704433497536946,0.9808917197452229,0.9605911330049262,0.9815994338287332,0.9356435643564357,0.9837340876944838,0.9405940594059405,0.9773691654879774,0.9601990049751243,0.9795053003533569,0.9402985074626866,0.9830388692579505,0.945273631840796,0.9823321554770318,0.42676265310682565,0.06457201043774688,0.011430659066162719,0.0019917326537593535
7.773988604545593,1.0652989149093628,0.9523514851485149,0.9817891810699186,15,35,1,5,1289,8,0.9507389162561576,0.9837225760792639,0.9753694581280788,0.9801840056617127,0.9605911330049262,0.9815994338287332,0.9356435643564357,0.9837340876944838,0.9455445544554455,0.9787835926449788,0.9651741293532339,0.9795053003533569,0.9353233830845771,0.984452296819788,0.9502487562189055,0.9823321554770318,0.2893940149955584,0.11045929560496431,0.013159154189333564,0.001992797962623214
9.007671236991882,1.1845186650753021,0.9517326732673267,0.9826731983967583,15,40,1,4,1290,36,0.9507389162561576,0.9837225760792639,0.9753694581280788,0.9808917197452229,0.9605911330049262,0.9837225760792639,0.9356435643564357,0.9837340876944838,0.9405940594059405,0.9801980198019802,0.9651741293532339,0.9802120141342756,0.9353233830845771,0.984452296819788,0.9502487562189055,0.984452296819788,0.8179339652818679,0.1237578812766222,0.013574544381427427,0.001768327556498657
9.011922746896744,1.2514760196208954,0.9517326732673267,0.9826731983967583,15,40,1,4,1289,36,0.9507389162561576,0.9837225760792639,0.9753694581280788,0.9808917197452229,0.9605911330049262,0.9837225760792639,0.9356435643564357,0.9837340876944838,0.9405940594059405,0.9801980198019802,0.9651741293532339,0.9802120141342756,0.9353233830845771,0.984452296819788,0.9502487562189055,0.984452296819788,0.9876166864278607,0.13063065079846875,0.013574544381427427,0.001768327556498657
9.445913016796112,1.1748056709766388,0.9504950495049505,0.9830267427997395,14,65,1,5,1291,70,0.9507389162561576,0.9837225760792639,0.9704433497536946,0.9823071479122435,0.9605911330049262,0.9830148619957537,0.9356435643564357,0.9844413012729845,0.9405940594059405,0.9801980198019802,0.9601990049751243,0.9809187279151943,0.9402985074626866,0.9858657243816255,0.945273631840796,0.9837455830388693,0.891738435933791,0.11287850109700158,0.011430659066162719,0.0017329550573346164
8.122042208909988,1.0009468793869019,0.9511138613861386,0.9818777078934836,14,35,1,3,1294,48,0.9507389162561576,0.9830148619957537,0.9704433497536946,0.9808917197452229,0.9605911330049262,0.9830148619957537,0.9356435643564357,0.9837340876944838,0.9405940594059405,0.978076379066478,0.9651741293532339,0.9795053003533569,0.9353233830845771,0.9837455830388693,0.9502487562189055,0.9830388692579505,0.8005622338861668,0.1407723327953745,0.012557078274793501,0.0019975056057257076
9.254800260066986,1.1045020818710327,0.9511138613861386,0.9822313773342886,14,40,1,4,1293,48,0.9507389162561576,0.9837225760792639,0.9704433497536946,0.9815994338287332,0.9605911330049262,0.9830148619957537,0.9356435643564357,0.9844413012729845,0.9405940594059405,0.978076379066478,0.9651741293532339,0.9795053003533569,0.9402985074626866,0.984452296819788,0.945273631840796,0.9830388692579505,0.6176505828867623,0.11484313033882175,0.012056763682557583,0.0021909093774083316
7.043072134256363,1.052977979183197,0.9504950495049505,0.9813474850452728,14,35,1,4,1290,70,0.9507389162561576,0.9830148619957537,0.9704433497536946,0.9808917197452229,0.9605911330049262,0.9823071479122435,0.9356435643564357,0.9837340876944838,0.9405940594059405,0.9773691654879774,0.9651741293532339,0.9780918727915194,0.9353233830845771,0.9830388692579505,0.945273631840796,0.9823321554770318,0.3357028090566112,0.15293821802827415,0.012706164938425612,0.002232181863894943
8.335646241903305,1.0885987877845764,0.9511138613861386,0.9835572782867241,14,65,1,4,1291,48,0.9507389162561576,0.9844302901627743,0.9704433497536946,0.9823071479122435,0.9605911330049262,0.9851380042462845,0.9356435643564357,0.9844413012729845,0.9405940594059405,0.9801980198019802,0.9651741293532339,0.9816254416961131,0.9402985074626866,0.9865724381625441,0.945273631840796,0.9837455830388693,0.6477782669256477,0.10785115881374456,0.012056763682557583,0.0019283550251759805
9.2015281021595,1.219984531402588,0.9523514851485149,0.9837338940803992,15,65,1,5,1292,8,0.9507389162561576,0.9851380042462845,0.9753694581280788,0.9815994338287332,0.9605911330049262,0.9837225760792639,0.9356435643564357,0.9844413012729845,0.9455445544554455,0.9823196605374823,0.9651741293532339,0.9816254416961131,0.9353233830845771,0.9858657243816255,0.9502487562189055,0.9851590106007068,0.7616716753169197,0.14268036594565706,0.013159154189333564,0.0015830857706370769
8.287513375282288,1.1098258197307587,0.9523514851485149,0.9830266177619154,15,40,1,3,1292,8,0.9507389162561576,0.9837225760792639,0.9753694581280788,0.9808917197452229,0.9605911330049262,0.9837225760792639,0.9356435643564357,0.9844413012729845,0.9405940594059405,0.9801980198019802,0.9651741293532339,0.9816254416961131,0.9402985074626866,0.9851590106007068,0.9502487562189055,0.984452296819788,0.5263065278612916,0.1811520799479598,0.01290951066619908,0.001734638136559515
7.449013411998749,1.102311611175537,0.9511138613861386,0.9820544488134111,14,40,1,4,1289,48,0.9507389162561576,0.9830148619957537,0.9704433497536946,0.9808917197452229,0.9605911330049262,0.9830148619957537,0.9356435643564357,0.9844413012729845,0.9405940594059405,0.978076379066478,0.9651741293532339,0.9795053003533569,0.9402985074626866,0.984452296819788,0.945273631840796,0.9830388692579505,0.2928316429444104,0.1796839855557962,0.012056763682557583,0.002177606081445555
7.381091326475143,0.9927522540092468,0.9511138613861386,0.982496395002133,14,40,1,3,1289,48,0.9507389162561576,0.9830148619957537,0.9704433497536946,0.9815994338287332,0.9605911330049262,0.9837225760792639,0.9356435643564357,0.9844413012729845,0.9405940594059405,0.978076379066478,0.9651741293532339,0.9809187279151943,0.9353233830845771,0.9851590106007068,0.9502487562189055,0.9830388692579505,0.469107290749998,0.11249566497483994,0.012557078274793501,0.0021145005988122446
8.216415137052536,1.0697544515132904,0.9535891089108911,0.9847950274406381,15,65,1,3,1294,3,0.9507389162561576,0.9858457183297947,0.9753694581280788,0.9830148619957537,0.9605911330049262,0.9865534324133051,0.9356435643564357,0.9858557284299858,0.9504950495049505,0.983026874115983,0.9701492537313433,0.9823321554770318,0.9402985074626866,0.9858657243816255,0.945273631840796,0.9858657243816255,0.8434657002604873,0.1254072221365926,0.013149305811290193,0.0015801464868765544
6.973127365112305,0.9505919218063354,0.9517326732673267,0.9821427254728996,15,35,1,4,1294,36,0.9507389162561576,0.9837225760792639,0.9753694581280788,0.9801840056617127,0.9605911330049262,0.9823071479122435,0.9356435643564357,0.9837340876944838,0.9405940594059405,0.9794908062234795,0.9651741293532339,0.9802120141342756,0.9353233830845771,0.984452296819788,0.9502487562189055,0.9830388692579505,0.25585528811373265,0.10111734424882231,0.013574544381427427,0.001795462863873828
7.378782123327255,1.0108919441699982,0.9523514851485149,0.9824963949137047,15,40,1,5,1294,8,0.9507389162561576,0.9837225760792639,0.9753694581280788,0.9808917197452229,0.9605911330049262,0.9830148619957537,0.9356435643564357,0.9837340876944838,0.9455445544554455,0.9801980198019802,0.9651741293532339,0.9802120141342756,0.9353233830845771,0.984452296819788,0.9502487562189055,0.9837455830388693,0.23765586219277887,0.0777158346321608,0.013159154189333564,0.0016494749588796193
7.75750732421875,1.2346146702766418,0.9523514851485149,0.982407993216392,15,40,1,5,1292,8,0.9507389162561576,0.9837225760792639,0.9753694581280788,0.9808917197452229,0.9605911330049262,0.9830148619957537,0.9356435643564357,0.9837340876944838,0.9455445544554455,0.9794908062234795,0.9651741293532339,0.9802120141342756,0.9353233830845771,0.984452296819788,0.9502487562189055,0.9837455830388693,0.995294202515088,0.17081156868357658,0.013159154189333564,0.001783769094490662
8.897291839122772,1.1089853942394257,0.9511138613861386,0.9834689390641094,14,65,1,4,1294,48,0.9507389162561576,0.9844302901627743,0.9704433497536946,0.9823071479122435,0.9605911330049262,0.9851380042462845,0.9356435643564357,0.9844413012729845,0.9405940594059405,0.9801980198019802,0.9651741293532339,0.9816254416961131,0.9402985074626866,0.9858657243816255,0.945273631840796,0.9837455830388693,1.3158223674588336,0.16403491464531922,0.012056763682557583,0.0018001294597633942
9.85614475607872,1.1798677444458008,0.9511138613861386,0.9821429130738498,14,40,1,4,1292,48,0.9507389162561576,0.9837225760792639,0.9704433497536946,0.9808917197452229,0.9605911330049262,0.9830148619957537,0.9356435643564357,0.9844413012729845,0.9405940594059405,0.978076379066478,0.9651741293532339,0.9795053003533569,0.9402985074626866,0.984452296819788,0.945273631840796,0.9830388692579505,0.6609242926454542,0.2282562625937264,0.012056763682557583,0.002228603645190576
