mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_clf__criterion,param_clf__max_depth,param_clf__max_features,param_clf__max_leaf_nodes,param_clf__min_impurity_split,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__min_weight_fraction_leaf,param_clf__n_estimators,param_union__abstractPosTokLemSyn,param_union__abstractWordCount,param_union__char_ngrams,param_union__keyword_vector,param_union__term_vector,param_union__term_vector__select_chi2__k,param_union__titleWordCount,param_union__word_ngrams,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
2.5803104400634767,0.3146554470062256,0.8663366336633663,0.8849015537342059,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,1350,,,15,0.8641975308641975,0.8885448916408669,0.8699690402476781,0.8808971384377416,0.8699690402476781,0.8847641144624904,0.8544891640866873,0.88553750966744,0.8730650154798761,0.8847641144624904,0.024568871648693372,0.001942368433206432,0.0065799437287055885,0.002439322529904773
2.5811583042144775,0.31601896286010744,0.8681930693069307,0.8853647528128359,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,1370,,,11,0.8580246913580247,0.8831269349845201,0.8761609907120743,0.8824439288476411,0.8761609907120743,0.8894044856921887,0.8575851393188855,0.8863109048723898,0.8730650154798761,0.88553750966744,0.04541910625284512,0.00236546911539895,0.008564210716491931,0.0024812711119713963
2.546256732940674,0.31816873550415037,0.8669554455445545,0.8845915970491263,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,1390,,,14,0.8580246913580247,0.8846749226006192,0.8699690402476781,0.8785769528228925,0.8730650154798761,0.8870843000773395,0.8544891640866873,0.8863109048723898,0.8792569659442725,0.8863109048723898,0.043984787171513516,0.004776810961184583,0.009304637957472807,0.003108327379309745
2.5441039562225343,0.3183141708374023,0.8675742574257426,0.8859839478592756,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,1410,,,13,0.8580246913580247,0.8862229102167183,0.8730650154798761,0.8816705336426914,0.8730650154798761,0.888631090487239,0.8606811145510835,0.8839907192575406,0.8730650154798761,0.8894044856921887,0.057392910249283086,0.003649858882809361,0.006771931177034253,0.0028755190359324692
2.510832118988037,0.33932318687438967,0.870049504950495,0.8858296279801456,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,1430,,,6,0.8641975308641975,0.8885448916408669,0.8761609907120743,0.8816705336426914,0.8730650154798761,0.8847641144624904,0.8637770897832817,0.8870843000773395,0.8730650154798761,0.8870843000773395,0.056630783074932585,0.042444218636597045,0.005082355986893251,0.0024064266311000226
2.522492790222168,0.3421309947967529,0.8706683168316832,0.8861388663415056,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,1450,,,3,0.8641975308641975,0.8877708978328174,0.8761609907120743,0.8824439288476411,0.8792569659442725,0.888631090487239,0.8544891640866873,0.88553750966744,0.8792569659442725,0.8863109048723898,0.1044829555873341,0.045708364086941726,0.009809862421780481,0.002140957644154942
2.575563335418701,0.3813997745513916,0.869430693069307,0.8864488230265852,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,1470,,,7,0.8641975308641975,0.891640866873065,0.8730650154798761,0.880123743232792,0.8730650154798761,0.8870843000773395,0.8606811145510835,0.888631090487239,0.8761609907120743,0.8847641144624904,0.15365437075229474,0.04867921205445005,0.005926730173476003,0.003872165259888019
3.042257881164551,0.43062238693237304,0.8688118811881188,0.8862930665000155,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,1490,,,9,0.8580246913580247,0.8846749226006192,0.8854489164086687,0.8863109048723898,0.8761609907120743,0.8878576952822892,0.8513931888544891,0.8847641144624904,0.8730650154798761,0.8878576952822892,0.24684055199870436,0.007589676327475454,0.012397969085669525,0.0014037470336476737
3.058112621307373,0.43116059303283694,0.8725247524752475,0.8876864947957447,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,1510,,,2,0.8672839506172839,0.8931888544891641,0.8761609907120743,0.8816705336426914,0.8730650154798761,0.88553750966744,0.8668730650154799,0.8878576952822892,0.8792569659442725,0.8901778808971385,0.09569710992530138,0.00973429704478255,0.004863253982599854,0.003932485274868749
3.1099055290222166,0.44751849174499514,0.8681930693069307,0.8873778550374846,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,1530,,,11,0.8672839506172839,0.8978328173374613,0.8730650154798761,0.880123743232792,0.8761609907120743,0.8901778808971385,0.8544891640866873,0.88553750966744,0.8699690402476781,0.8832173240525909,0.062176154384524764,0.04739107600901775,0.007467678713647767,0.006171959311935736
3.139044761657715,0.42717227935791013,0.8688118811881188,0.8859838281386556,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,1550,,,9,0.8611111111111112,0.8854489164086687,0.8699690402476781,0.8808971384377416,0.8730650154798761,0.8847641144624904,0.8637770897832817,0.8917246713070379,0.8761609907120743,0.8870843000773395,0.13766462219605172,0.008770781914829304,0.0056244861072418904,0.003516150249801019
3.0822967052459718,0.4334731101989746,0.869430693069307,0.8859840675798957,gini,11,log2,55,1e-05,2,3,0.0,1000,,,,,Pipeline,1570,,,7,0.8611111111111112,0.8869969040247678,0.8761609907120743,0.8824439288476411,0.8730650154798761,0.8847641144624904,0.8637770897832817,0.8901778808971385,0.8730650154798761,0.88553750966744,0.06291830015847592,0.008417236742148808,0.0058821653863832465,0.0025625842278995128
