mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_clf__criterion,param_clf__max_depth,param_clf__max_features,param_clf__max_leaf_nodes,param_clf__min_impurity_split,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__min_weight_fraction_leaf,param_clf__n_estimators,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
3.9069433212280273,1.0827000141143799,0.7165841584158416,0.7626899068334135,gini,15,log2,30,1e-06,4,2,0.0,810,450,0.7067901234567902,0.7902476780185759,0.6594427244582043,0.7006960556844548,0.7058823529411765,0.7215777262180975,0.6811145510835913,0.7393658159319412,0.8297213622291022,0.8615622583139985,0.12001312847110492,0.11945656425106532,0.05919993562071913,0.05764136506294738
4.30344443321228,1.176534605026245,0.9399752475247525,0.9900994638910638,gini,14,log2,40,1e-05,2,5,0.0,810,258,0.9320987654320988,0.9930340557275542,0.9659442724458205,0.991492652745553,0.9411764705882353,0.9837587006960556,0.9256965944272446,0.991492652745553,0.934984520123839,0.9907192575406032,0.30178693445839727,0.04413793454750436,0.013901461998845382,0.0032583186363068094
4.639281368255615,1.1317450523376464,0.9412128712871287,0.9908728590960136,gini,15,log2,40,1e-06,2,4,0.0,810,201,0.9290123456790124,0.9930340557275542,0.9659442724458205,0.9922660479505027,0.9380804953560371,0.9837587006960556,0.9442724458204335,0.9922660479505027,0.9287925696594427,0.9930394431554525,0.13849684197309875,0.07363752424303331,0.013666121085820125,0.003573739147588543
4.644283676147461,0.9930868148803711,0.7165841584158416,0.7626899068334135,gini,11,log2,70,1e-05,4,5,0.0,810,450,0.7067901234567902,0.7902476780185759,0.6594427244582043,0.7006960556844548,0.7058823529411765,0.7215777262180975,0.6811145510835913,0.7393658159319412,0.8297213622291022,0.8615622583139985,0.1548413999714136,0.12433658517443527,0.05919993562071913,0.05764136506294738
5.01748218536377,1.077224063873291,0.7165841584158416,0.7626899068334135,gini,12,log2,40,1e-05,4,6,0.0,810,450,0.7067901234567902,0.7902476780185759,0.6594427244582043,0.7006960556844548,0.7058823529411765,0.7215777262180975,0.6811145510835913,0.7393658159319412,0.8297213622291022,0.8615622583139985,0.5880390530346582,0.05000578403010726,0.05919993562071913,0.05764136506294738
5.197363471984863,1.121670627593994,0.942450495049505,0.9902543823732936,gini,12,log2,30,1e-05,2,5,0.0,810,166,0.9320987654320988,0.9945820433436533,0.9597523219814241,0.9930394431554525,0.9442724458204335,0.982985305491106,0.9380804953560371,0.9907192575406032,0.9380804953560371,0.9899458623356535,0.5653450881409695,0.12611668641964127,0.009466563596050066,0.003990889256510513
4.853557920455932,1.0532148838043214,0.7165841584158416,0.7626899068334135,gini,14,log2,30,1e-05,4,4,0.0,810,450,0.7067901234567902,0.7902476780185759,0.6594427244582043,0.7006960556844548,0.7058823529411765,0.7215777262180975,0.6811145510835913,0.7393658159319412,0.8297213622291022,0.8615622583139985,0.6072183138222856,0.08258587395078065,0.05919993562071913,0.05764136506294738
5.055779600143433,1.036717700958252,0.8663366336633663,0.9348727010647953,gini,13,log2,30,1e-05,3,3,0.0,810,332,0.8641975308641975,0.9520123839009288,0.8637770897832817,0.9218870843000774,0.8606811145510835,0.9242072699149265,0.8421052631578947,0.9280742459396751,0.9009287925696594,0.9481825212683681,0.5832942563027423,0.09141764775060769,0.01910901543097016,0.012645289225918647
5.478127574920654,1.1250731945037842,0.9461633663366337,0.9978342539849008,gini,14,log2,70,1e-06,1,3,0.0,810,88,0.9506172839506173,0.9984520123839009,0.9690402476780186,0.9984532095901005,0.9195046439628483,0.9984532095901005,0.9411764705882353,0.9953596287703016,0.9504643962848297,0.9984532095901005,0.5598977279824207,0.111017826196533,0.016102814512640503,0.0012373126941795944
4.870613765716553,1.123309850692749,0.8657178217821783,0.9344086639418254,gini,10,log2,70,1e-06,3,6,0.0,810,426,0.8641975308641975,0.9520123839009288,0.8637770897832817,0.9218870843000774,0.8606811145510835,0.9242072699149265,0.8359133126934984,0.9265274555297757,0.9040247678018576,0.9474091260634184,0.3690219393635129,0.2019607165103375,0.021843566366412097,0.012663923678105144
