mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_clf__criterion,param_clf__max_depth,param_clf__max_features,param_clf__max_leaf_nodes,param_clf__min_impurity_split,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__min_weight_fraction_leaf,param_clf__n_estimators,param_union__abstractPosTokLemSyn,param_union__abstractPosTokLemSyn__select_chi2__k,param_union__abstractWordCount,param_union__char_ngrams,param_union__keyword_vector,param_union__term_vector,param_union__titleWordCount,param_union__word_ngrams,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
2.9945560932159423,0.4878777027130127,0.926980198019802,0.959777583032236,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10500,,,,,,,50,0.9104938271604939,0.9620743034055728,0.9597523219814241,0.9566898685228151,0.9195046439628483,0.9574632637277649,0.9195046439628483,0.9613302397525135,0.9256965944272446,0.9613302397525135,0.0778922161456952,0.03322747639360115,0.017083125985653747,0.0022354625915045785
3.051097536087036,0.4803123950958252,0.9251237623762376,0.9602420990376856,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10510,,,,,,,86,0.9074074074074074,0.9651702786377709,0.9628482972136223,0.9582366589327146,0.913312693498452,0.9559164733178654,0.913312693498452,0.9605568445475638,0.9287925696594427,0.9613302397525135,0.10307780916314876,0.013078891244048069,0.020145410759400142,0.0031081472617798473
2.9873226165771483,0.5113780975341797,0.926980198019802,0.9594684643914959,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10520,,,,,,,50,0.9104938271604939,0.9636222910216719,0.9659442724458205,0.9559164733178654,0.9195046439628483,0.9528228924980665,0.9102167182662538,0.9613302397525135,0.9287925696594427,0.9636504253673627,0.04128559847578484,0.038188532590003335,0.020638338873807272,0.004358659132118796
3.2368372440338136,0.5962199687957763,0.9275990099009901,0.9599329803969455,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10530,,,,,,,38,0.9197530864197531,0.9667182662538699,0.9628482972136223,0.954369682907966,0.9164086687306502,0.9597834493426141,0.913312693498452,0.9574632637277649,0.9256965944272446,0.9613302397525135,0.11333030684370997,0.026158565256538147,0.01808972078678955,0.004124671545226958
3.662553596496582,0.6572253227233886,0.9263613861386139,0.9600876594379356,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10540,,,,,,,61,0.9197530864197531,0.9667182662538699,0.9597523219814241,0.9574632637277649,0.9195046439628483,0.9566898685228151,0.9071207430340558,0.9597834493426141,0.9256965944272446,0.9597834493426141,0.10903330629780858,0.06740439340771402,0.017750735891755576,0.003537865748106993
3.670660448074341,0.6575382709503174,0.9282178217821783,0.9583857111045664,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10550,,,,,,,27,0.9166666666666666,0.9636222910216719,0.9628482972136223,0.9551430781129157,0.9195046439628483,0.9505027068832174,0.9226006191950464,0.9590100541376644,0.9195046439628483,0.9636504253673627,0.13011904503585375,0.06901156246565017,0.01741014403266676,0.0050633035459559245
3.649293804168701,0.6410948276519776,0.9238861386138614,0.959932501514466,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10560,,,,,,,99,0.9104938271604939,0.9636222910216719,0.9535603715170279,0.9590100541376644,0.9226006191950464,0.9574632637277649,0.9102167182662538,0.9574632637277649,0.9226006191950464,0.9621036349574633,0.09202942996651628,0.031482008335999345,0.01581046267393262,0.0025049369929122343
3.6879866123199463,0.62766432762146,0.9306930693069307,0.959159465471376,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10570,,,,,,,2,0.9197530864197531,0.9659442724458205,0.9628482972136223,0.954369682907966,0.9226006191950464,0.9559164733178654,0.9226006191950464,0.9597834493426141,0.9256965944272446,0.9597834493426141,0.07941284200368287,0.02168630112034692,0.016181112991132778,0.004006777571467593
3.7040943145751952,0.633023738861084,0.9257425742574258,0.9582311517841964,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10580,,,,,,,76,0.9166666666666666,0.9643962848297214,0.9504643962848297,0.9535962877030162,0.9287925696594427,0.954369682907966,0.913312693498452,0.9566898685228151,0.9195046439628483,0.9621036349574633,0.10581891045522608,0.06739856231174092,0.013386239313391769,0.004284237444894588
3.697310733795166,0.61829514503479,0.9306930693069307,0.9610154942426353,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10590,,,,,,,2,0.9166666666666666,0.9651702786377709,0.9597523219814241,0.9597834493426141,0.9256965944272446,0.9574632637277649,0.9195046439628483,0.9582366589327146,0.9318885448916409,0.9644238205723125,0.11870302739294344,0.027851865156388513,0.015444258195490394,0.003185502273919767
3.7193358898162843,0.6670300006866455,0.926980198019802,0.9605512176784256,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10600,,,,,,,50,0.9074074074074074,0.9636222910216719,0.9628482972136223,0.9621036349574633,0.9287925696594427,0.9582366589327146,0.9164086687306502,0.9582366589327146,0.9195046439628483,0.9605568445475638,0.1304653927519046,0.06780533970955616,0.01918638512454524,0.0021239532445043842
3.712276744842529,0.6653802394866943,0.9251237623762376,0.962562045211295,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10610,,,,,,,86,0.9074074074074074,0.9636222910216719,0.9597523219814241,0.9621036349574633,0.9226006191950464,0.9621036349574633,0.913312693498452,0.9621036349574633,0.9226006191950464,0.962877030162413,0.11622351094157518,0.08379689862884654,0.018249278804328598,0.0006088935178348603
3.6611492156982424,0.6579604625701905,0.9275990099009901,0.9596227842706261,gini,11,log2,55,1e-05,2,3,0.0,1000,Pipeline,10620,,,,,,,38,0.9104938271604939,0.9613003095975232,0.9628482972136223,0.9566898685228151,0.9164086687306502,0.9590100541376644,0.9164086687306502,0.9621036349574633,0.9318885448916409,0.9590100541376644,0.26564030244757814,0.05327490485418479,0.018993346690856967,0.0019142404534539625
